date,ticker,comment_volume,average_sentiment
2024-02-02,AAPL,30,0.46206
2024-02-02,AMZN,18,0.3605833333333333
2024-02-02,BRK.B,1,0.9111
2024-02-02,COST,61,0.3773590163934426
2024-02-02,GOOGL,25,0.633176
2024-02-02,HD,1,0.9878
2024-02-02,KO,1,0.9435
2024-02-02,META,21,0.4853047619047619
2024-02-02,MSFT,10,0.31246999999999997
2024-02-02,NVDA,2,0.4647
2024-02-02,PM,3,0.17393333333333336
2024-02-02,TSLA,14,0.7150142857142857
2024-02-05,AAPL,40,0.49269999999999997
2024-02-05,AMZN,10,0.51788
2024-02-05,COST,67,0.4251223880597015
2024-02-05,GOOGL,25,0.41826399999999997
2024-02-05,META,6,0.7243499999999999
2024-02-05,MSFT,6,0.37448333333333333
2024-02-05,NVDA,1,0.8805
2024-02-05,PM,2,0.46965
2024-02-05,TSLA,7,0.21971428571428575
2024-02-06,AAPL,66,0.38422575757575755
2024-02-06,AMZN,9,0.6772777777777779
2024-02-06,COST,62,0.3287790322580645
2024-02-06,GOOGL,17,0.4441117647058824
2024-02-06,HD,2,0.6936
2024-02-06,META,18,0.41459444444444443
2024-02-06,MSFT,4,0.419925
2024-02-06,NVDA,11,0.5304909090909091
2024-02-06,PG,1,0.0
2024-02-06,PM,1,-0.9075
2024-02-06,TSLA,16,0.328275
2024-02-07,AAPL,78,0.16968717948717948
2024-02-07,AMZN,17,0.45802352941176466
2024-02-07,COST,50,0.42992800000000003
2024-02-07,GOOGL,18,0.3726055555555556
2024-02-07,HD,1,0.0
2024-02-07,META,23,-0.012417391304347832
2024-02-07,MSFT,5,0.43651999999999996
2024-02-07,NVDA,1,0.6187
2024-02-07,PM,3,0.9490999999999999
2024-02-07,TSLA,25,0.339656
2024-02-08,AAPL,57,0.3052456140350877
2024-02-08,AMZN,4,0.3087
2024-02-08,COST,43,0.28220232558139535
2024-02-08,GOOGL,43,0.37679302325581393
2024-02-08,META,21,0.4892285714285714
2024-02-08,MSFT,14,0.42518571428571433
2024-02-08,NVDA,1,0.4939
2024-02-08,TSLA,8,0.47985
2024-02-09,AAPL,36,0.3888111111111111
2024-02-09,AMZN,4,0.5805750000000001
2024-02-09,COST,61,0.2778229508196721
2024-02-09,GOOGL,20,0.231255
2024-02-09,HD,1,0.0
2024-02-09,META,7,0.18815714285714286
2024-02-09,MSFT,23,0.46317391304347827
2024-02-09,NVDA,12,0.5520583333333333
2024-02-09,PG,1,-0.2018
2024-02-09,PM,1,0.8735
2024-02-09,TSLA,3,0.6141333333333333
2024-02-12,AAPL,74,0.36787297297297294
2024-02-12,AMZN,13,0.20020769230769234
2024-02-12,COST,80,0.33203625
2024-02-12,GOOGL,14,0.6989571428571428
2024-02-12,HD,1,-0.8966
2024-02-12,META,10,0.60108
2024-02-12,MSFT,24,0.4738458333333333
2024-02-12,NVDA,30,0.21079666666666666
2024-02-12,PG,2,0.7697
2024-02-12,PLTR,1,0.3612
2024-02-12,TSLA,5,0.20221999999999998
2024-02-13,AAPL,45,0.2913488888888889
2024-02-13,AMZN,10,0.69075
2024-02-13,COST,41,0.29399756097560975
2024-02-13,GOOGL,21,0.3605904761904762
2024-02-13,META,11,0.4815181818181818
2024-02-13,MSFT,12,0.15539999999999998
2024-02-13,NVDA,51,0.337735294117647
2024-02-13,TSLA,29,-0.004551724137931038
2024-02-14,AAPL,58,0.3791189655172414
2024-02-14,AMZN,21,0.24414285714285713
2024-02-14,COST,36,0.37172222222222223
2024-02-14,GOOGL,18,0.33769444444444446
2024-02-14,HD,1,-0.3818
2024-02-14,META,13,0.594223076923077
2024-02-14,MSFT,9,0.1292111111111111
2024-02-14,NVDA,10,0.41688000000000003
2024-02-14,PG,1,0.7351
2024-02-14,PLTR,3,0.2445333333333333
2024-02-14,TSLA,16,0.33825
2024-02-15,AAPL,108,0.3229944444444445
2024-02-15,AMZN,13,0.30733076923076924
2024-02-15,BRK.B,2,0.42245
2024-02-15,COST,57,0.28452280701754384
2024-02-15,GOOG,1,0.64
2024-02-15,GOOGL,33,0.25366060606060603
2024-02-15,KO,2,0.83135
2024-02-15,META,10,0.11782000000000001
2024-02-15,MSFT,15,0.36585999999999996
2024-02-15,NVDA,4,0.37834999999999996
2024-02-15,TSLA,11,0.19500909090909094
2024-02-16,AAPL,69,0.2660507246376812
2024-02-16,AMZN,14,0.5317857142857143
2024-02-16,BRK.B,1,0.8126
2024-02-16,COST,58,0.3633724137931035
2024-02-16,GOOGL,22,0.40433181818181824
2024-02-16,HD,1,0.7906
2024-02-16,KO,2,-0.5235
2024-02-16,META,10,0.48478000000000004
2024-02-16,MSFT,14,0.3966071428571429
2024-02-16,NVDA,9,0.3602666666666667
2024-02-16,PG,1,-0.6234
2024-02-16,PM,2,0.56155
2024-02-16,TSLA,7,0.13045714285714285
2024-02-20,AAPL,35,0.4786771428571428
2024-02-20,AMZN,10,0.45027
2024-02-20,COST,52,0.3356076923076923
2024-02-20,GOOGL,26,0.3637307692307692
2024-02-20,HD,1,0.7783
2024-02-20,KO,1,0.993
2024-02-20,META,20,0.456265
2024-02-20,MSFT,9,0.4798333333333333
2024-02-20,NVDA,24,0.39314166666666667
2024-02-20,TSLA,5,0.50252
2024-02-21,AAPL,21,0.48720476190476186
2024-02-21,AMZN,7,0.1095857142857143
2024-02-21,BRK.B,1,-0.9784
2024-02-21,COST,60,0.14674833333333334
2024-02-21,GOOGL,34,0.25184411764705883
2024-02-21,KO,1,0.9574
2024-02-21,META,6,0.4174833333333334
2024-02-21,MSFT,14,0.40825000000000006
2024-02-21,NVDA,16,0.48258125
2024-02-21,PM,1,0.2755
2024-02-21,TSLA,7,0.23154285714285713
2024-02-22,AAPL,30,0.2736166666666666
2024-02-22,AMZN,11,0.6894636363636364
2024-02-22,COST,50,0.399258
2024-02-22,GOOGL,40,0.28281999999999996
2024-02-22,META,8,0.5759
2024-02-22,MSFT,13,0.4190923076923077
2024-02-22,NVDA,18,0.25979444444444444
2024-02-22,PLTR,1,0.0
2024-02-22,PM,1,0.5664
2024-02-22,TSLA,3,0.23726666666666665
2024-02-23,AAPL,37,0.38313243243243245
2024-02-23,AMZN,7,0.5945571428571429
2024-02-23,COST,50,0.34129799999999993
2024-02-23,GOOGL,24,0.3360708333333333
2024-02-23,META,6,0.5156833333333334
2024-02-23,MSFT,8,0.4272875
2024-02-23,NVDA,37,0.3002
2024-02-23,PG,1,-0.7506
2024-02-23,TSLA,9,0.6121222222222222
2024-02-26,AAPL,56,0.3512732142857143
2024-02-26,AMZN,13,0.37600769230769227
2024-02-26,BRK.B,5,0.52306
2024-02-26,COST,69,0.31703623188405794
2024-02-26,GOOGL,20,0.5203599999999999
2024-02-26,META,10,0.63792
2024-02-26,MSFT,20,0.47463
2024-02-26,NVDA,11,0.6738909090909091
2024-02-26,PG,1,0.9874
2024-02-26,PM,2,0.4967
2024-02-26,TSLA,6,0.3828666666666667
2024-02-27,AAPL,100,0.254724
2024-02-27,AMZN,25,0.358076
2024-02-27,COST,79,0.33349999999999996
2024-02-27,GOOG,2,0.23955
2024-02-27,GOOGL,20,0.30819
2024-02-27,HD,1,0.4019
2024-02-27,KO,2,0.037349999999999994
2024-02-27,META,20,0.207315
2024-02-27,MSFT,15,0.5290066666666667
2024-02-27,NVDA,15,0.28919333333333336
2024-02-27,TSLA,11,0.4133909090909091
2024-02-28,AAPL,40,0.35684499999999997
2024-02-28,AMZN,13,0.24466153846153846
2024-02-28,COST,67,0.49532537313432834
2024-02-28,GOOGL,33,0.4462666666666667
2024-02-28,META,10,0.30965
2024-02-28,MSFT,6,0.4170666666666667
2024-02-28,NVDA,13,0.3812076923076923
2024-02-28,PM,1,-0.1263
2024-02-28,TSLA,8,0.28945
2024-02-29,AAPL,18,0.4681833333333334
2024-02-29,AMZN,22,0.2605181818181818
2024-02-29,BRK.B,1,0.7351
2024-02-29,COST,55,0.34757272727272726
2024-02-29,GOOGL,24,0.41435
2024-02-29,KO,1,-0.431
2024-02-29,META,10,-0.24196
2024-02-29,MSFT,7,0.005514285714285678
2024-02-29,NVDA,9,0.4537777777777777
2024-02-29,PG,1,-0.7498
2024-02-29,TSLA,17,0.18108235294117647
2024-03-01,AAPL,44,0.18487272727272727
2024-03-01,AMZN,9,0.6387777777777778
2024-03-01,COST,31,0.37674838709677416
2024-03-01,GOOGL,26,0.40197692307692307
2024-03-01,KO,1,0.6124
2024-03-01,META,21,0.3365714285714286
2024-03-01,MSFT,25,0.621208
2024-03-01,NVDA,7,0.6562285714285715
2024-03-01,PM,1,0.9571
2024-03-01,TSLA,24,0.10209166666666668
2024-03-04,AAPL,179,0.23314301675977653
2024-03-04,AMZN,3,0.9320333333333334
2024-03-04,COST,50,0.345348
2024-03-04,GOOGL,14,0.24872142857142857
2024-03-04,META,3,0.8803333333333333
2024-03-04,MSFT,33,0.3878333333333333
2024-03-04,NVDA,6,0.5844
2024-03-04,PG,1,0.7358
2024-03-04,TSLA,9,0.1808777777777778
2024-03-05,AAPL,67,0.29980746268656716
2024-03-05,AMZN,8,0.11773750000000001
2024-03-05,COST,36,0.4704222222222223
2024-03-05,GOOGL,29,0.3487896551724138
2024-03-05,HD,1,0.8266
2024-03-05,META,19,0.39023157894736843
2024-03-05,MSFT,5,0.46608
2024-03-05,NVDA,11,0.41865454545454545
2024-03-05,PLTR,1,0.9153
2024-03-05,PM,1,0.9361
2024-03-05,TSLA,14,0.41174285714285713
2024-03-06,AAPL,122,0.17219508196721311
2024-03-06,AMZN,16,0.36175625
2024-03-06,COST,45,0.4297888888888889
2024-03-06,GOOGL,37,0.23156486486486486
2024-03-06,META,9,0.14320000000000002
2024-03-06,MSFT,20,0.28548999999999997
2024-03-06,NVDA,4,0.64245
2024-03-06,PG,2,0.9474
2024-03-06,TSLA,30,0.14776999999999998
2024-03-07,AAPL,67,0.34835373134328357
2024-03-07,AMZN,3,0.5117666666666667
2024-03-07,COST,52,0.46361153846153846
2024-03-07,GOOG,1,0.86
2024-03-07,GOOGL,28,0.3957285714285714
2024-03-07,HD,1,0.9715
2024-03-07,META,11,0.09900909090909091
2024-03-07,MSFT,12,0.5621333333333333
2024-03-07,NVDA,8,0.12432499999999999
2024-03-07,PM,2,0.58905
2024-03-07,TSLA,11,0.0008545454545454412
2024-03-08,AAPL,89,0.16578539325842695
2024-03-08,AMZN,15,0.5778133333333333
2024-03-08,BRK.B,2,0.33485
2024-03-08,COST,48,0.21935000000000002
2024-03-08,GOOG,2,0.42515
2024-03-08,GOOGL,32,0.403371875
2024-03-08,KO,1,-0.9008
2024-03-08,META,8,0.1844625
2024-03-08,MSFT,14,0.21966428571428573
2024-03-08,NVDA,4,0.770675
2024-03-08,TSLA,1,-0.0788
2024-03-11,AAPL,19,0.33470526315789473
2024-03-11,AMZN,6,0.21509999999999999
2024-03-11,COST,37,0.4223243243243243
2024-03-11,GOOGL,18,0.5705666666666667
2024-03-11,META,10,0.14428999999999997
2024-03-11,MSFT,10,0.45076
2024-03-11,NVDA,7,0.3852714285714286
2024-03-11,PG,1,0.4103
2024-03-11,TSLA,10,0.14305
2024-03-12,AAPL,114,0.31980701754385965
2024-03-12,AMZN,7,0.07032857142857143
2024-03-12,COST,33,0.4389454545454546
2024-03-12,GOOGL,23,0.23901304347826088
2024-03-12,META,12,0.15325833333333333
2024-03-12,MSFT,20,0.200495
2024-03-12,NVDA,11,0.3911181818181818
2024-03-12,PG,1,0.659
2024-03-12,TSLA,8,0.35856249999999995
2024-03-13,AAPL,54,0.13157592592592593
2024-03-13,AMZN,3,0.09490000000000004
2024-03-13,COST,52,0.3567519230769231
2024-03-13,GOOGL,16,0.5343375
2024-03-13,META,15,-0.18103333333333332
2024-03-13,MSFT,9,0.008900000000000007
2024-03-13,NVDA,7,0.3507285714285714
2024-03-13,PM,1,0.9927
2024-03-13,TSLA,8,0.5782625
2024-03-14,AAPL,20,0.343235
2024-03-14,AMZN,6,-0.30655
2024-03-14,COST,55,0.38298363636363636
2024-03-14,GOOGL,8,0.1228
2024-03-14,KO,1,0.989
2024-03-14,META,13,0.41513076923076925
2024-03-14,MSFT,5,0.32986
2024-03-14,NVDA,2,0.5535
2024-03-14,TSLA,3,0.7458666666666667
2024-03-15,AAPL,68,0.3466808823529412
2024-03-15,AMZN,8,0.38103750000000003
2024-03-15,COST,58,0.31247068965517244
2024-03-15,GOOGL,11,0.34247272727272726
2024-03-15,HD,1,0.9848
2024-03-15,KO,1,0.8118
2024-03-15,META,9,0.24298888888888884
2024-03-15,MSFT,10,0.8200200000000001
2024-03-15,NVDA,2,0.26645
2024-03-15,PG,2,0.94335
2024-03-15,TSLA,7,0.3225857142857143
2024-03-18,AAPL,28,0.3056857142857143
2024-03-18,AMZN,7,0.7069857142857143
2024-03-18,COST,60,0.3418566666666667
2024-03-18,GOOGL,22,0.2177181818181818
2024-03-18,KO,3,0.4315
2024-03-18,META,6,0.46865
2024-03-18,MSFT,10,0.34579
2024-03-18,NVDA,12,0.513425
2024-03-18,PG,1,-0.9689
2024-03-18,TSLA,9,0.23149999999999998
2024-03-19,AAPL,24,0.2980291666666667
2024-03-19,AMZN,5,0.41376
2024-03-19,BRK.B,8,0.560375
2024-03-19,COST,36,0.3257888888888889
2024-03-19,GOOGL,15,0.68258
2024-03-19,META,4,0.45189999999999997
2024-03-19,MSFT,11,0.5477363636363637
2024-03-19,NVDA,15,0.14132666666666666
2024-03-19,PG,2,0.9390499999999999
2024-03-19,TSLA,14,0.4999357142857143
2024-03-20,AAPL,31,0.28571612903225807
2024-03-20,AMZN,4,0.033225000000000005
2024-03-20,COST,48,0.4073625
2024-03-20,GOOGL,38,0.3568789473684211
2024-03-20,HD,1,0.9463
2024-03-20,KO,1,0.9442
2024-03-20,META,4,0.7078
2024-03-20,MSFT,10,0.45294
2024-03-20,NVDA,11,0.3412818181818182
2024-03-20,PG,5,0.87314
2024-03-20,TSLA,6,0.6879333333333334
2024-03-21,AAPL,203,0.24343596059113298
2024-03-21,AMZN,12,0.48370833333333335
2024-03-21,COST,35,0.2674742857142857
2024-03-21,GOOGL,27,0.4029555555555555
2024-03-21,HD,1,0.0
2024-03-21,META,14,0.35237857142857143
2024-03-21,MSFT,20,0.39174
2024-03-21,NVDA,7,0.37388571428571427
2024-03-21,PG,6,0.43966666666666665
2024-03-21,PM,3,0.9385666666666667
2024-03-21,TSLA,15,0.008940000000000002
2024-03-22,AAPL,92,0.3867760869565217
2024-03-22,AMZN,5,-0.19426000000000002
2024-03-22,COST,42,0.30221666666666663
2024-03-22,GOOGL,13,0.3664076923076923
2024-03-22,META,8,0.13695000000000002
2024-03-22,MSFT,7,0.48404285714285716
2024-03-22,NVDA,3,0.09236666666666667
2024-03-22,TSLA,1,0.7339
2024-03-25,AAPL,58,0.3209086206896552
2024-03-25,AMZN,10,0.32809999999999995
2024-03-25,COST,52,0.32034807692307693
2024-03-25,GOOGL,14,0.3108785714285714
2024-03-25,META,17,0.35054117647058824
2024-03-25,MSFT,12,0.37634166666666663
2024-03-25,NVDA,2,-0.9643999999999999
2024-03-25,PG,1,0.8126
2024-03-25,TSLA,7,0.4614285714285714
2024-03-26,AAPL,22,0.36285454545454543
2024-03-26,AMZN,4,0.44455
2024-03-26,COST,31,0.27058387096774195
2024-03-26,GOOGL,21,0.1903190476190476
2024-03-26,META,10,0.34750000000000003
2024-03-26,MSFT,11,0.29976363636363634
2024-03-26,NVDA,9,0.5041444444444445
2024-03-26,TSLA,5,0.35187999999999997
2024-03-27,AAPL,26,0.4824346153846154
2024-03-27,AMZN,11,0.630809090909091
2024-03-27,COST,49,0.3809387755102041
2024-03-27,GOOGL,14,0.34865714285714283
2024-03-27,META,7,0.5291428571428571
2024-03-27,MSFT,12,0.4256333333333333
2024-03-27,NVDA,8,0.3933875
2024-03-27,PG,1,-0.948
2024-03-27,PM,1,-0.0772
2024-03-27,TSLA,8,-0.45592499999999997
2024-03-28,AAPL,37,0.4266
2024-03-28,AMZN,13,0.3671384615384615
2024-03-28,BRK.B,2,0.1909
2024-03-28,COST,55,0.22259636363636362
2024-03-28,GOOGL,13,0.5172846153846155
2024-03-28,HD,1,-0.09
2024-03-28,META,6,0.6682
2024-03-28,MSFT,10,0.21761
2024-03-28,NVDA,11,0.6441909090909091
2024-03-28,PLTR,3,-0.06200000000000002
2024-03-28,PM,2,0.5271
2024-03-28,TSLA,3,0.47903333333333337
2024-04-01,AAPL,9,0.165
2024-04-01,AMZN,7,0.7119571428571428
2024-04-01,COST,47,0.34155744680851063
2024-04-01,GOOGL,19,0.48723157894736846
2024-04-01,META,3,-0.0776
2024-04-01,MSFT,9,0.33424444444444446
2024-04-01,NVDA,14,0.45232857142857147
2024-04-01,PG,1,-0.9729
2024-04-01,PLTR,2,0.1326
2024-04-01,PM,1,-0.2732
2024-04-01,TSLA,10,0.44367999999999996
2024-04-02,AAPL,35,0.48820571428571424
2024-04-02,AMZN,10,0.45303000000000004
2024-04-02,COST,57,0.38454912280701753
2024-04-02,GOOGL,25,0.5936159999999999
2024-04-02,KO,4,0.8868499999999999
2024-04-02,META,4,0.585325
2024-04-02,MSFT,12,0.38509166666666667
2024-04-02,NVDA,4,0.7748999999999999
2024-04-02,PLTR,1,-0.0624
2024-04-02,PM,3,-0.10980000000000001
2024-04-02,TSLA,43,0.1792906976744186
2024-04-03,AAPL,38,0.32486578947368416
2024-04-03,AMZN,14,0.32393571428571427
2024-04-03,BRK.B,1,-0.9541
2024-04-03,COST,71,0.4466267605633803
2024-04-03,GOOGL,20,0.3275
2024-04-03,HD,1,0.0
2024-04-03,META,5,-0.039519999999999986
2024-04-03,MSFT,7,0.5193857142857142
2024-04-03,NVDA,22,0.19238636363636363
2024-04-03,PLTR,2,-0.17745
2024-04-03,TSLA,19,0.13897368421052633
2024-04-04,AAPL,46,0.22898478260869568
2024-04-04,AMZN,10,0.36327
2024-04-04,COST,73,0.3647493150684931
2024-04-04,GOOGL,29,0.33099655172413794
2024-04-04,HD,1,-0.7043
2024-04-04,KO,2,0.8969
2024-04-04,META,9,0.5105333333333334
2024-04-04,MSFT,16,0.294475
2024-04-04,NVDA,5,0.37756
2024-04-04,PM,1,0.5719
2024-04-04,TSLA,29,0.08755517241379311
2024-04-05,AAPL,49,0.18467142857142857
2024-04-05,AMZN,9,0.35991111111111107
2024-04-05,COST,66,0.38779545454545455
2024-04-05,GOOGL,24,0.4709291666666666
2024-04-05,HD,2,-0.1564
2024-04-05,KO,1,0.9939
2024-04-05,META,9,0.3743666666666667
2024-04-05,MSFT,17,0.5001176470588236
2024-04-05,NVDA,8,0.3513875
2024-04-05,TSLA,15,0.21792666666666666
2024-04-08,AAPL,16,0.3939875
2024-04-08,AMZN,10,0.5318799999999999
2024-04-08,COST,41,0.31642439024390245
2024-04-08,GOOGL,21,0.053442857142857146
2024-04-08,META,5,0.23142000000000001
2024-04-08,MSFT,6,0.32439999999999997
2024-04-08,NVDA,4,0.4253
2024-04-08,PM,1,0.8793
2024-04-08,TSLA,19,0.4237947368421052
2024-04-09,AAPL,30,0.32375666666666664
2024-04-09,AMZN,10,0.18434999999999999
2024-04-09,COST,67,0.2903074626865672
2024-04-09,GOOGL,27,0.2873222222222222
2024-04-09,META,5,0.46074000000000004
2024-04-09,MSFT,6,0.4421833333333333
2024-04-09,NVDA,8,0.5924125
2024-04-09,TSLA,8,0.160275
2024-04-10,AAPL,22,0.4581818181818182
2024-04-10,AMZN,4,0.337525
2024-04-10,BRK.B,1,0.9952
2024-04-10,COST,59,0.41536271186440676
2024-04-10,GOOGL,18,0.24256666666666668
2024-04-10,HD,2,0.74885
2024-04-10,META,13,0.3089769230769231
2024-04-10,MSFT,8,0.5597375
2024-04-10,NVDA,8,0.0674625
2024-04-10,TSLA,20,0.24392
2024-04-11,AAPL,25,0.39984000000000003
2024-04-11,AMZN,11,0.8092909090909092
2024-04-11,COST,46,0.3373652173913043
2024-04-11,GOOGL,15,0.18259999999999998
2024-04-11,HD,1,0.989
2024-04-11,KO,2,0.6196
2024-04-11,META,4,0.05899999999999999
2024-04-11,MSFT,2,0.9023
2024-04-11,NVDA,2,-0.15305
2024-04-11,TSLA,12,0.057225000000000005
2024-04-12,AAPL,15,0.4105333333333333
2024-04-12,AMZN,15,0.41374
2024-04-12,COST,40,0.44448
2024-04-12,GOOGL,44,0.19924545454545453
2024-04-12,META,11,0.2917909090909091
2024-04-12,MSFT,7,0.6745
2024-04-12,NVDA,2,0.45685
2024-04-12,TSLA,2,0.12210000000000004
2024-04-15,AAPL,30,0.38073333333333337
2024-04-15,AMZN,5,0.6333
2024-04-15,BRK.B,1,0.9941
2024-04-15,COST,49,0.3422897959183673
2024-04-15,GOOGL,14,0.5745214285714286
2024-04-15,META,6,0.3732666666666667
2024-04-15,MSFT,8,0.6768125
2024-04-15,NVDA,4,0.04755000000000002
2024-04-15,PG,2,-0.5637
2024-04-15,PM,1,0.7745
2024-04-15,TSLA,40,0.0723625
2024-04-16,AAPL,18,0.6001166666666666
2024-04-16,AMZN,14,0.28281428571428574
2024-04-16,BRK.B,1,-0.7894
2024-04-16,COST,57,0.2098578947368421
2024-04-16,GOOG,1,0.2031
2024-04-16,GOOGL,12,0.4937416666666667
2024-04-16,KO,2,0.32535000000000003
2024-04-16,META,6,-0.24586666666666668
2024-04-16,MSFT,9,0.2773777777777778
2024-04-16,NVDA,3,-0.3217333333333333
2024-04-16,PLTR,1,-0.1027
2024-04-16,TSLA,17,0.3027
2024-04-17,AAPL,19,0.44258947368421053
2024-04-17,AMZN,15,0.22424666666666668
2024-04-17,COST,38,0.21448684210526314
2024-04-17,GOOGL,9,0.02134444444444445
2024-04-17,KO,2,-0.31405
2024-04-17,META,10,0.02207
2024-04-17,MSFT,2,0.14230000000000004
2024-04-17,NVDA,5,0.48552
2024-04-17,PG,3,0.45156666666666667
2024-04-17,TSLA,20,0.083875
2024-04-18,AAPL,26,0.2022230769230769
2024-04-18,AMZN,19,0.2899578947368421
2024-04-18,COST,45,0.2856111111111111
2024-04-18,GOOGL,24,0.46234166666666665
2024-04-18,KO,2,0.00655
2024-04-18,META,29,0.4444862068965517
2024-04-18,MSFT,10,0.64569
2024-04-18,NVDA,7,0.4272714285714286
2024-04-18,PG,2,0.62285
2024-04-18,TSLA,6,0.26655
2024-04-19,AAPL,24,0.22541250000000002
2024-04-19,AMZN,13,0.3764846153846154
2024-04-19,COST,37,0.4468675675675675
2024-04-19,GOOGL,22,0.17016363636363638
2024-04-19,KO,1,0.9807
2024-04-19,META,14,0.43171428571428566
2024-04-19,MSFT,12,0.3496166666666667
2024-04-19,NVDA,3,0.9147
2024-04-19,PG,3,0.28819999999999996
2024-04-19,PM,2,0.71995
2024-04-19,TSLA,43,0.2871767441860465
2024-04-22,AAPL,32,0.33173125
2024-04-22,AMZN,18,0.4011
2024-04-22,BRK.B,2,0.9155500000000001
2024-04-22,COST,48,0.3873520833333333
2024-04-22,GOOGL,20,0.15137
2024-04-22,KO,1,0.9842
2024-04-22,META,25,0.449896
2024-04-22,MSFT,8,0.450275
2024-04-22,NVDA,4,0.862
2024-04-22,PLTR,1,-0.9621
2024-04-22,TSLA,12,0.2641
2024-04-23,AAPL,56,0.36600714285714286
2024-04-23,AMZN,31,0.618958064516129
2024-04-23,BRK.B,2,0.8807499999999999
2024-04-23,COST,50,0.529234
2024-04-23,GOOG,2,0.2202
2024-04-23,GOOGL,43,0.46525116279069767
2024-04-23,META,21,0.43794761904761903
2024-04-23,MSFT,5,-0.08480000000000001
2024-04-23,NVDA,1,-0.1217
2024-04-23,TSLA,29,0.421551724137931
2024-04-24,AAPL,35,0.39986285714285713
2024-04-24,AMZN,15,0.5664466666666667
2024-04-24,COST,35,0.25983142857142855
2024-04-24,GOOGL,54,0.29812962962962963
2024-04-24,KO,1,0.0
2024-04-24,META,23,0.7016217391304348
2024-04-24,MSFT,19,0.4726894736842105
2024-04-24,NVDA,7,0.35815714285714284
2024-04-24,TSLA,38,0.0815921052631579
2024-04-25,AAPL,17,0.13785294117647057
2024-04-25,AMZN,14,0.5682071428571429
2024-04-25,COST,42,0.29946190476190476
2024-04-25,GOOGL,32,0.310375
2024-04-25,HD,1,0.2023
2024-04-25,META,28,0.29984642857142857
2024-04-25,MSFT,9,0.5455111111111112
2024-04-25,NVDA,6,0.60645
2024-04-25,TSLA,9,0.12808888888888886
2024-04-26,AAPL,26,0.4992923076923077
2024-04-26,AMZN,10,0.12351999999999999
2024-04-26,COST,50,0.31087
